Value,Count,ID,MU_GLOBAL,MU_SOURCE1,MU_SOURCE2,ISSOIL,SHARE,SEQ,SU_SYM74,SU_CODE74,SU_SYM85,SU_CODE85,SU_SYM90,SU_CODE90,T_TEXTURE,DRAINAGE,REF_DEPTH,AWC_CLASS,PHASE1,PHASE2,ROOTS,IL,SWR,ADD_PROP,T_GRAVEL,T_SAND,T_SILT,T_CLAY,T_USDA_TEX_CLASS,T_REF_BULK_DENSITY,T_OC,T_PH_H2O,T_CEC_CLAY,T_CEC_SOIL,T_BS,T_TEB,T_CACO3,T_CASO4,T_ESP,T_ECE,S_GRAVEL,S_SAND,S_SILT,S_CLAY,S_USDA_TEX_CLASS,S_REF_BULK_DENSITY,S_OC,S_PH_H2O,S_CEC_CLAY,S_CEC_SOIL,S_BS,S_TEB,S_CACO3,S_CASO4,S_ESP,S_ECE
11020,6400,11020,10648,3860090,3860041,1,50,1,,0,Be,18,CMe,62,2,4,100,5,25,0,1,1,1,0,9,42,36,22,9,1.4,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,0.37,7,55,15,93,15.1,0.1,0,2,0.1
11021,700,11021,10648,3860090,3860092,1,20,2,,0,Je,117,FLe,2,2,2,100,1,0,0,1,1,1,0,4,39,40,21,9,1.4,0.86,7.2,63,16,91,16.9,0.5,0,2,0.1,7,41,38,21,9,1.4,0.38,7.5,61,14,96,15.2,2.5,0,3,0.1
11022,2400,11022,10648,3860090,3860108,1,20,3,,0,Ge,68,GLe,10,2,2,100,1,0,0,3,1,2,0,4,37,40,23,9,1.38,1.07,6.2,41,13,88,10.2,0,0,2,0.1,5,36,36,28,5,1.35,0.37,6.6,42,13,90,11.9,0,0,2,0.1
11023,11300,11023,10648,3860090,3860167,1,10,4,,0,We,212,PLe,138,3,2,100,5,0,0,4,4,1,0,4,38,18,44,3,1.29,0.98,6.3,37,20,78,13.2,0.2,0,2,0.1,6,35,14,51,3,1.26,0.47,7.2,35,24,94,20.8,4.4,0,2,0.1
11024,2200,11024,10649,3860091,3860091,1,60,1,,0,Je,117,FLe,2,2,2,100,1,0,0,1,1,1,0,4,39,40,21,9,1.4,0.86,7.2,63,16,91,16.9,0.5,0,2,0.1,7,41,38,21,9,1.4,0.38,7.5,61,14,96,15.2,2.5,0,3,0.1
11025,1600,11025,10649,3860091,3860041,1,20,2,,0,Be,18,CMe,62,2,4,100,5,25,0,1,1,1,0,9,42,36,22,9,1.4,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,0.37,7,55,15,93,15.1,0.1,0,2,0.1
11026,2100,11026,10649,3860091,3860083,1,10,3,,0,Bc,9,CMx,66,2,3,100,5,2,0,1,1,1,0,10,49,28,23,9,1.4,0.98,6.6,42,13,83,11.6,0.1,0,2,0.1,9,47,26,27,10,1.38,0.47,6.7,44,15,92,11.9,0.1,0,1,0.1
11027,12500,11027,10649,3860091,3860108,1,10,4,,0,Ge,68,GLe,10,2,2,100,1,0,0,3,1,2,0,4,37,40,23,9,1.38,1.07,6.2,41,13,88,10.2,0,0,2,0.1,5,36,36,28,5,1.35,0.37,6.6,42,13,90,11.9,0,0,2,0.1
11028,4100,11028,10650,3860092,3860041,1,65,1,,0,Be,18,CMe,62,2,4,100,5,25,0,1,1,1,0,9,42,36,22,9,1.4,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,0.37,7,55,15,93,15.1,0.1,0,2,0.1
11029,3700,11029,10650,3860092,3860042,1,20,2,,0,Be,18,CMe,62,2,4,100,1,0,0,1,1,1,0,9,42,36,22,9,1.4,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,0.37,7,55,15,93,15.1,0.1,0,2,0.1
11030,22800,11030,10650,3860092,3860135,1,10,3,,0,Eo,60,LPk,100,2,3,30,5,0,0,0,0,0,0,16,37,44,19,9,1.41,2.13,7.5,80,27,100,28.8,6,0,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11031,38300,11031,10650,3860092,3860091,1,5,4,,0,Je,117,FLe,2,2,2,100,1,0,0,1,1,1,0,4,39,40,21,9,1.4,0.86,7.2,63,16,91,16.9,0.5,0,2,0.1,7,41,38,21,9,1.4,0.38,7.5,61,14,96,15.2,2.5,0,3,0.1
11032,5700,11032,10651,3860093,3860034,1,40,1,,0,Bd,14,CMd,63,2,3,100,6,1,2,1,1,1,0,10,42,38,20,9,1.41,1.45,5.1,32,12,38,4.3,0,0,2,0.1,19,45,35,20,9,1.42,0.5,5.2,35,9,33,2.6,0,0,2,0.1
11033,5600,11033,10651,3860093,3860043,1,30,2,,0,Be,18,CMe,62,2,4,100,3,1,0,1,1,1,0,9,42,36,22,9,1.4,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,0.37,7,55,15,93,15.1,0.1,0,2,0.1
11034,3400,11034,10651,3860093,3860066,1,25,3,,0,Be,18,CMe,62,2,4,100,1,0,0,1,1,1,0,9,42,36,22,9,1.4,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,0.37,7,55,15,93,15.1,0.1,0,2,0.1
11035,6400,11035,10651,3860093,3860098,1,5,4,,0,Je,117,FLe,2,2,2,100,1,0,0,1,1,1,0,4,39,40,21,9,1.4,0.86,7.2,63,16,91,16.9,0.5,0,2,0.1,7,41,38,21,9,1.4,0.38,7.5,61,14,96,15.2,2.5,0,3,0.1
11036,4900,11036,10652,3860094,3860063,1,40,1,,0,Be,18,CMe,62,2,4,100,3,1,0,1,1,1,0,9,42,36,22,9,1.4,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,0.37,7,55,15,93,15.1,0.1,0,2,0.1
11037,4600,11037,10652,3860094,3860111,1,30,2,,0,Ge,68,GLe,10,3,1,100,1,0,0,3,1,2,0,1,17,32,51,3,1.22,1.25,5.8,37,25,78,18.9,0,0,2,0.1,1,19,29,52,3,1.23,0.45,6,40,23,84,17,0,0,3,0.1
11038,8600,11038,10652,3860094,3860168,1,30,3,,0,We,212,PLe,138,3,2,100,5,0,0,4,4,1,0,4,38,18,44,3,1.29,0.98,6.3,37,20,78,13.2,0.2,0,2,0.1,6,35,14,51,3,1.26,0.47,7.2,35,24,94,20.8,4.4,0,2,0.1
11039,4900,11039,10653,3860095,3860156,1,80,1,,0,Lo,148,LVh,106,2,4,100,1,0,0,1,1,1,0,4,41,37,22,9,1.4,0.74,6.5,47,13,91,11,0,0,1,0.1,3,37,34,29,5,1.35,0.36,6.7,50,14,93,13.1,0,0,1,0.1
11040,6100,11040,10653,3860095,3860111,1,20,2,,0,Ge,68,GLe,10,3,1,100,1,0,0,3,1,2,0,1,17,32,51,3,1.22,1.25,5.8,37,25,78,18.9,0,0,2,0.1,1,19,29,52,3,1.23,0.45,6,40,23,84,17,0,0,3,0.1
11041,7000,11041,10654,3860096,3860009,1,80,1,,0,Bd,14,CMd,63,2,4,100,1,0,0,1,1,1,0,10,42,38,20,9,1.41,1.45,5.1,32,12,38,4.3,0,0,2,0.1,19,45,35,20,9,1.42,0.5,5.2,35,9,33,2.6,0,0,2,0.1
11042,5400,11042,10654,3860096,3860095,1,10,2,,0,Je,117,FLe,2,2,2,100,1,0,0,1,1,1,0,4,39,40,21,9,1.4,0.86,7.2,63,16,91,16.9,0.5,0,2,0.1,7,41,38,21,9,1.4,0.38,7.5,61,14,96,15.2,2.5,0,3,0.1
11043,3900,11043,10654,3860096,3860071,1,5,3,,0,Bc,9,CMx,66,2,4,100,1,0,0,1,1,1,0,10,49,28,23,9,1.4,0.98,6.6,42,13,83,11.6,0.1,0,2,0.1,9,47,26,27,10,1.38,0.47,6.7,44,15,92,11.9,0.1,0,1,0.1
11044,4900,11044,10654,3860096,3860105,1,5,4,,0,Ge,68,GLe,10,2,2,100,1,0,0,1,1,2,0,4,37,40,23,9,1.38,1.07,6.2,41,13,88,10.2,0,0,2,0.1,5,36,36,28,5,1.35,0.37,6.6,42,13,90,11.9,0,0,2,0.1
11045,4200,11045,10655,3860097,3860128,1,100,1,,0,Eo,60,LPk,100,2,3,30,5,0,0,0,0,0,0,16,37,44,19,9,1.41,2.13,7.5,80,27,100,28.8,6,0,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11046,3400,11046,10656,3860098,3860041,1,100,1,,0,Be,18,CMe,62,2,4,100,5,25,0,1,1,1,0,9,42,36,22,9,1.4,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,0.37,7,55,15,93,15.1,0.1,0,2,0.1
11047,5300,11047,10657,3860099,3860108,1,70,1,,0,Ge,68,GLe,10,2,2,100,1,0,0,3,1,2,0,4,37,40,23,9,1.38,1.07,6.2,41,13,88,10.2,0,0,2,0.1,5,36,36,28,5,1.35,0.37,6.6,42,13,90,11.9,0,0,2,0.1
11048,22700,11048,10657,3860099,3860098,1,30,2,,0,Je,117,FLe,2,2,2,100,1,0,0,1,1,1,0,4,39,40,21,9,1.4,0.86,7.2,63,16,91,16.9,0.5,0,2,0.1,7,41,38,21,9,1.4,0.38,7.5,61,14,96,15.2,2.5,0,3,0.1
11049,7900,11049,10658,3860100,3860116,1,60,1,,0,Oe,158,HSs,88,2,1,100,1,30,30,3,3,2,0,28,35,33,32,5,1.32,39.4,5.6,45,87,75,59.5,0,0,1,0.1,5,52,23,25,10,1.38,38.46,5.8,49,88,96,81.8,0,0,1,0.1
11050,5600,11050,10658,3860100,3860112,1,40,2,,0,Gm,84,GLm,14,3,1,100,1,0,0,2,1,0,0,1,15,29,56,3,1.21,2.27,6.1,37,32,83,22.2,0,0,2,0.1,1,24,24,52,3,1.24,0.81,6.4,35,25,91,18.9,0,0,2,0.1
11051,5600,11051,10659,3860101,3860150,1,40,1,,0,Ic,107,LPq,103,2,3,10,6,0,0,0,0,0,0,21,42,34,24,9,1.38,1.61,7.5,42,16,100,15.5,3.9,0,3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11052,23800,11052,10659,3860101,3860172,0,40,2,,0,RK,226,RK,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11053,154700,11053,10659,3860101,3860123,1,20,3,,0,Eo,60,LPk,100,2,3,30,5,0,0,0,0,0,0,16,37,44,19,9,1.41,2.13,7.5,80,27,100,28.8,6,0,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11054,47300,11054,10660,3860102,3860124,1,50,1,,0,Eo,60,LPk,100,2,3,30,5,0,0,0,0,0,0,16,37,44,19,9,1.41,2.13,7.5,80,27,100,28.8,6,0,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11055,49400,11055,10660,3860102,3860144,1,30,2,,0,Ic,107,LPq,103,2,3,10,6,1,0,0,0,0,0,21,42,34,24,9,1.38,1.61,7.5,42,16,100,15.5,3.9,0,3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11056,29400,11056,10660,3860102,3860005,1,10,3,,0,Bd,14,CMd,63,1,4,100,6,1,2,1,1,1,0,10,75,15,10,11,1.58,0.7,5.1,21,5,28,1.5,0,0,5,0.1,9,68,17,15,11,1.51,0.27,5,31,5,36,1.4,0,0,5,0.1
11057,95900,11057,10660,3860102,3860038,1,10,4,,0,Be,18,CMe,62,2,4,100,1,0,0,1,1,1,0,9,42,36,22,9,1.4,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,0.37,7,55,15,93,15.1,0.1,0,2,0.1
11058,3300,11058,10661,3860103,3860125,1,45,1,,0,Eo,60,LPk,100,2,3,30,6,1,0,0,0,0,0,16,37,44,19,9,1.41,2.13,7.5,80,27,100,28.8,6,0,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11059,3000,11059,10661,3860103,3860149,1,20,2,,0,Ic,107,LPq,103,2,3,10,6,1,0,0,0,0,0,21,42,34,24,9,1.38,1.61,7.5,42,16,100,15.5,3.9,0,3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11060,2400,11060,10661,3860103,3860151,1,20,3,,0,Ic,107,LPq,103,2,3,10,6,0,0,0,0,0,0,21,42,34,24,9,1.38,1.61,7.5,42,16,100,15.5,3.9,0,3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061,2300,11061,10661,3860103,3860006,1,10,4,,0,Bd,14,CMd,63,2,4,100,3,1,1,2,1,1,0,10,42,38,20,9,1.41,1.45,5.1,32,12,38,4.3,0,0,2,0.1,19,45,35,20,9,1.42,0.5,5.2,35,9,33,2.6,0,0,2,0.1
11062,3300,11062,10661,3860103,3860171,1,5,5,,0,Bds,17,CMg,69,2,2,100,5,25,1,1,1,1,0,4,45,36,19,9,1.42,1,6.4,38,9,85,8.2,0,0,2,0.1,18,39,34,27,5,1.36,0.47,6.7,37,11,88,11.3,0.1,0,2,0.1
11063,3100,11063,10662,3860104,3860017,1,60,1,,0,Bd,14,CMd,63,2,4,100,1,0,0,1,1,1,0,10,42,38,20,9,1.41,1.45,5.1,32,12,38,4.3,0,0,2,0.1,19,45,35,20,9,1.42,0.5,5.2,35,9,33,2.6,0,0,2,0.1
11064,2200,11064,10662,3860104,3860065,1,20,2,,0,Be,18,CMe,62,2,4,100,3,1,0,1,1,1,0,9,42,36,22,9,1.4,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,0.37,7,55,15,93,15.1,0.1,0,2,0.1
11065,8500,11065,10662,3860104,3860088,1,15,3,,0,Be,18,CMe,62,2,3,100,6,1,2,1,1,1,0,9,42,36,22,9,1.4,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,0.37,7,55,15,93,15.1,0.1,0,2,0.1
11066,2200,11066,10662,3860104,3860155,1,5,4,,0,Lo,148,LVh,106,2,4,100,1,0,0,1,1,1,0,4,41,37,22,9,1.4,0.74,6.5,47,13,91,11,0,0,1,0.1,3,37,34,29,5,1.35,0.36,6.7,50,14,93,13.1,0,0,1,0.1
11067,2000,11067,10663,3860105,3860004,1,50,1,,0,ND,233,ATa,47,2,4,100,1,28,28,1,1,1,0,10,39,42,19,9,1.41,1.15,8.2,39,12,100,27,3,0,1,0.3,10,34,41,25,9,1.36,0.78,8.3,41,13,100,32.9,3,0,1,0.3
11068,2600,11068,10663,3860105,3860053,1,25,2,,0,Be,18,CMe,62,2,4,100,1,0,0,1,1,1,0,9,42,36,22,9,1.4,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,0.37,7,55,15,93,15.1,0.1,0,2,0.1
11069,2200,11069,10663,3860105,3860100,1,15,3,,0,Je,117,FLe,2,2,2,100,1,0,0,1,1,2,0,4,39,40,21,9,1.4,0.86,7.2,63,16,91,16.9,0.5,0,2,0.1,7,41,38,21,9,1.4,0.38,7.5,61,14,96,15.2,2.5,0,3,0.1
11070,1900,11070,10663,3860105,3860017,1,10,4,,0,Bd,14,CMd,63,2,4,100,1,0,0,1,1,1,0,10,42,38,20,9,1.41,1.45,5.1,32,12,38,4.3,0,0,2,0.1,19,45,35,20,9,1.42,0.5,5.2,35,9,33,2.6,0,0,2,0.1
11071,2600,11071,10664,3860106,3860046,1,80,1,,0,Be,18,CMe,62,2,4,100,1,0,0,1,1,1,0,9,42,36,22,9,1.4,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,0.37,7,55,15,93,15.1,0.1,0,2,0.1
11072,5900,11072,10664,3860106,3860091,1,20,2,,0,Je,117,FLe,2,2,2,100,1,0,0,1,1,1,0,4,39,40,21,9,1.4,0.86,7.2,63,16,91,16.9,0.5,0,2,0.1,7,41,38,21,9,1.4,0.38,7.5,61,14,96,15.2,2.5,0,3,0.1
11073,17200,11073,10665,4210001,4210001,1,65,1,,0,Je,117,FLe,2,2,2,100,1,0,0,1,1,1,0,4,39,40,21,9,1.4,0.86,7.2,63,16,91,16.9,0.5,0,2,0.1,7,41,38,21,9,1.4,0.38,7.5,61,14,96,15.2,2.5,0,3,0.1
11074,7800,11074,10665,4210001,4210002,1,25,2,,0,Jeg,119,FLe,2,2,2,100,1,0,0,1,1,1,0,4,39,40,21,9,1.4,0.86,7.2,63,16,91,16.9,0.5,0,2,0.1,7,41,38,21,9,1.4,0.38,7.5,61,14,96,15.2,2.5,0,3,0.1
11075,12400,11075,10665,4210001,4210003,1,5,3,,0,Qc,175,ARb,40,1,6,100,6,25,0,1,1,1,0,2,89,6,5,13,1.7,0.5,6,40,3,99,2,0,0,2,0.1,1,89,6,5,13,1.7,0.3,5.9,42,2,98,1.4,0,0,3,0.1
11076,69200,11076,10665,4210001,4210004,1,5,4,,0,Ch,43,CHh,52,2,4,100,1,0,0,1,1,1,0,4,23,54,23,7,1.35,2.09,6.9,67,23,100,18.6,0.4,0,1,0.1,17,26,52,22,7,1.37,0.89,7.4,71,17,100,17.1,5.4,0,2,0.1
11077,3600,11077,10666,4210002,4210005,1,40,1,,0,Ghh,77,GLu,15,3,1,100,1,0,0,1,1,4,0,1,17,29,54,3,1.22,4.54,5,23,24,22,7.1,0,0,1,0.1,1,22,25,53,3,1.23,1.23,5,15,19,27,5.7,0,0,2,0.1
11078,1500,11078,10666,4210002,4210006,1,25,2,,0,Bg,25,CMg,69,2,2,100,5,25,1,1,1,3,0,4,45,36,19,9,1.42,1,6.4,38,9,85,8.2,0,0,2,0.1,18,39,34,27,5,1.36,0.47,6.7,37,11,88,11.3,0.1,0,2,0.1
11079,1700,11079,10666,4210002,4210007,1,25,3,,0,Bd,14,CMd,63,2,4,100,5,25,1,1,1,1,0,10,42,38,20,9,1.41,1.45,5.1,32,12,38,4.3,0,0,2,0.1,19,45,35,20,9,1.42,0.5,5.2,35,9,33,2.6,0,0,2,0.1
11080,1700,11080,10666,4210002,4210008,1,10,4,,0,Od,156,HSf,89,3,1,100,1,0,0,1,1,4,0,1,20,40,40,3,1.26,33.63,4.3,45,77,62,31.4,0,0,2,0.1,2,47,26,27,10,1.38,32.89,4.6,71,78,40,27.4,0,0,1,0.1
11081,2000,11081,10667,4210003,4210009,0,70,1,,0,NI,233,NI,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11082,2200,11082,10667,4210003,4210010,1,30,2,,0,R,184,RGe,156,2,4,100,1,0,0,1,1,1,0,25,47,34,19,9,1.43,0.98,6.4,40,12,78,14,0,0,1,0.1,28,51,31,18,9,1.44,0.4,6.9,56,11,89,10.3,0,0,2,0.1
11083,1300,11083,10668,4210004,4210011,1,80,1,,0,Qc,175,ARb,40,1,6,100,6,25,0,1,1,1,0,2,89,6,5,13,1.7,0.5,6,40,3,99,2,0,0,2,0.1,1,89,6,5,13,1.7,0.3,5.9,42,2,98,1.4,0,0,3,0.1
11084,2200,11084,10668,4210004,4210012,1,10,2,,0,Q,173,ARh,39,1,6,100,3,0,0,1,1,1,0,4,90,5,5,13,1.71,0.4,6.2,35,3,93,3.3,0,0,3,0.1,4,90,5,5,13,1.71,0.21,6.1,39,2,100,2.6,0,0,3,0.1
11085,1700,11085,10668,4210004,4210013,1,5,3,,0,Ql,181,ARl,41,1,4,100,3,0,0,1,1,1,0,3,90,5,5,13,1.71,0.39,5.8,35,3,76,2,0,0,3,0.1,4,87,5,8,12,1.63,0.2,5.7,34,3,75,2.3,0,0,3,0.1
11086,2300,11086,10668,4210004,4210014,1,5,4,,0,Qcs,179,ARg,45,1,2,100,6,25,0,1,1,1,0,3,88,7,5,13,1.7,0.5,5.7,43,3,99,2.1,0,0,3,0.1,4,89,6,5,13,1.7,0.23,5.8,35,2,87,1.3,0,0,4,0.1
11087,8700,11087,10669,4210005,4210015,1,60,1,,0,Eo,60,LPk,100,2,3,30,6,1,0,0,0,0,0,16,37,44,19,9,1.41,2.13,7.5,80,27,100,28.8,6,0,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11088,600,11088,10669,4210005,4210016,1,20,2,,0,Ec,58,LPk,100,2,3,30,6,25,1,0,0,0,0,16,37,44,19,9,1.41,2.13,7.5,80,27,100,28.8,6,0,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11089,1600,11089,10669,4210005,4210017,1,15,3,,0,Lo,148,LVh,106,2,4,100,5,25,0,1,1,1,0,4,41,37,22,9,1.4,0.74,6.5,47,13,91,11,0,0,1,0.1,3,37,34,29,5,1.35,0.36,6.7,50,14,93,13.1,0,0,1,0.1
11090,1900,11090,10669,4210005,4210018,1,5,4,,0,Ic,107,LPq,103,2,3,10,6,1,0,0,0,0,0,21,42,34,24,9,1.38,1.61,7.5,42,16,100,15.5,3.9,0,3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11091,1200,11091,10670,4210006,4210019,1,70,1,,0,Ck,45,CHk,53,2,4,100,1,0,0,1,1,1,0,4,28,47,25,9,1.35,1.65,7.8,64,23,100,38,4.6,0,1,0.4,17,28,47,25,9,1.35,0.78,8.2,81,24,100,29.1,13.6,0,2,0.4
11092,2100,11092,10670,4210006,4210020,1,20,2,,0,Cl,49,CHl,54,2,4,100,1,0,0,1,1,1,0,4,34,41,25,9,1.36,1.64,7.1,69,21,100,25.3,5,0,2,0.1,16,34,37,29,5,1.34,0.78,7.6,63,20,100,39.2,9,0,2,0.1
11093,1500,11093,10670,4210006,4210021,1,5,3,,0,Hg,97,PHg,136,2,2,100,1,0,0,1,1,2,0,3,35,42,23,9,1.38,1.26,5.7,51,16,84,13.8,0,0,2,0.1,5,29,38,33,5,1.31,0.5,6.9,62,23,90,22.3,2.2,0,2,0.1
11094,1800,11094,10670,4210006,4210022,1,5,4,,0,Lo,148,LVh,106,2,4,100,1,0,0,1,1,1,0,4,41,37,22,9,1.4,0.74,6.5,47,13,91,11,0,0,1,0.1,3,37,34,29,5,1.35,0.36,6.7,50,14,93,13.1,0,0,1,0.1
11095,1300,11095,10671,4210007,4210023,1,60,1,,0,Ck,45,CHk,53,2,4,100,1,0,0,1,1,1,0,4,28,47,25,9,1.35,1.65,7.8,64,23,100,38,4.6,0,1,0.4,17,28,47,25,9,1.35,0.78,8.2,81,24,100,29.1,13.6,0,2,0.4
11096,1400,11096,10671,4210007,4210024,1,35,2,,0,Rc,185,RGc,157,2,4,100,1,0,0,1,1,1,0,14,44,35,21,9,1.41,0.75,8,45,17,100,26.8,15,0,2,0.2,18,40,35,25,9,1.37,0.47,8.1,52,15,100,36.5,15,0,2,0.3
11097,900,11097,10671,4210007,4210025,1,5,3,,0,Hg,97,PHg,136,2,2,100,1,0,0,1,1,2,0,3,35,42,23,9,1.38,1.26,5.7,51,16,84,13.8,0,0,2,0.1,5,29,38,33,5,1.31,0.5,6.9,62,23,90,22.3,2.2,0,2,0.1
11098,2500,11098,10672,4210008,4210026,1,70,1,,0,Cl,49,CHl,54,2,4,100,1,0,0,1,1,1,0,4,34,41,25,9,1.36,1.64,7.1,69,21,100,25.3,5,0,2,0.1,16,34,37,29,5,1.34,0.78,7.6,63,20,100,39.2,9,0,2,0.1
11099,2700,11099,10672,4210008,4210027,1,20,2,,0,Ck,45,CHk,53,2,4,100,1,0,0,1,1,1,0,4,28,47,25,9,1.35,1.65,7.8,64,23,100,38,4.6,0,1,0.4,17,28,47,25,9,1.35,0.78,8.2,81,24,100,29.1,13.6,0,2,0.4
11100,700,11100,10672,4210008,4210028,1,5,3,,0,Lo,148,LVh,106,2,4,100,1,0,0,1,1,1,0,4,41,37,22,9,1.4,0.74,6.5,47,13,91,11,0,0,1,0.1,3,37,34,29,5,1.35,0.36,6.7,50,14,93,13.1,0,0,1,0.1
11101,1200,11101,10672,4210008,4210029,1,5,4,,0,Hg,97,PHg,136,2,2,100,1,0,0,1,1,2,0,3,35,42,23,9,1.38,1.26,5.7,51,16,84,13.8,0,0,2,0.1,5,29,38,33,5,1.31,0.5,6.9,62,23,90,22.3,2.2,0,2,0.1
11102,900,11102,10673,4210009,4210030,1,60,1,,0,Ch,43,CHh,52,1,5,100,6,25,0,1,1,1,0,10,72,19,9,11,1.59,1.14,5.8,60,8,100,7.5,0,0,8,0.1,10,69,19,12,11,1.54,0.5,6.5,81,7,84,9.1,0.1,0,11,0.1
11103,900,11103,10673,4210009,4210031,1,30,2,,0,Qc,175,ARb,40,1,6,100,6,25,0,1,1,1,0,2,89,6,5,13,1.7,0.5,6,40,3,99,2,0,0,2,0.1,1,89,6,5,13,1.7,0.3,5.9,42,2,98,1.4,0,0,3,0.1
11104,1000,11104,10673,4210009,4210032,1,10,3,,0,Hg,97,PHg,136,1,2,100,6,25,0,1,1,1,0,4,77,13,10,11,1.58,0.98,6.5,56,11,87,8,0,0,0,0.1,4,66,15,19,11,1.46,0.69,6.6,57,16,88,11.6,0,0,3,0.1
11105,700,11105,10674,4210010,4210033,1,60,1,,0,C,41,CHh,52,3,4,100,1,0,0,1,1,1,0,4,12,46,42,2,1.24,2.62,7.1,69,41,100,42,6,0,1,0.2,6,12,48,40,2,1.25,1.17,7.4,63,34,100,40,6,0,1,0.5
11106,1500,11106,10674,4210010,4210034,1,30,2,,0,Vp,205,VRe,178,3,2,100,2,0,0,1,1,1,3,4,19,25,56,3,1.22,1.05,6.9,70,43,100,40.9,0.2,0,1,0.1,5,18,24,58,3,1.21,0.59,7.5,70,42,100,44.2,0.8,0,2,0.1
11107,900,11107,10674,4210010,4210035,1,5,3,,0,Hg,97,PHg,136,3,2,100,1,0,0,1,1,1,0,2,10,43,47,2,1.22,2.94,6.3,58,37,68,27,0,0,2,0.1,4,27,40,33,5,1.31,0.38,7.1,53,22,90,29.5,1.1,0,1,0.1
11108,1200,11108,10674,4210010,4210036,1,5,4,,0,Bv,37,CMv,67,3,4,100,1,0,0,1,1,1,3,2,20,29,51,3,1.23,0.96,7.3,54,36,94,27.4,0.3,0,1,0.1,4,18,29,53,3,1.22,0.43,7.7,61,35,99,34.3,4,0,2,0.1
11109,1000,11109,10675,4210011,4210037,1,45,1,,0,Hh,101,PHh,132,3,4,100,1,0,0,1,1,1,0,1,19,34,47,3,1.24,1.81,6.5,62,32,90,27,0.1,0,1,0.1,4,24,32,44,3,1.26,0.83,7.2,65,31,97,28.7,0.5,0,1,0.1
11110,600,11110,10675,4210011,4210038,1,35,2,,0,Hgs,99,PHj,135,3,2,100,1,0,0,1,1,2,0,2,15,31,54,3,1.21,2.78,6.5,52,34,88,27,0,0,0,0.1,4,22,27,51,3,1.24,1.36,6.6,58,27,97,30.8,0.5,0,1,0.1
11111,800,11111,10675,4210011,4210039,1,10,3,,0,Hg,97,PHg,136,3,2,100,1,0,0,1,1,2,0,2,10,43,47,2,1.22,2.94,6.3,58,37,68,27,0,0,2,0.1,4,27,40,33,5,1.31,0.38,7.1,53,22,90,29.5,1.1,0,1,0.1
11112,1200,11112,10675,4210011,4210040,1,10,4,,0,Bgg,28,CMg,69,3,2,100,1,0,0,1,1,2,0,10,19,32,49,3,1.24,1.41,5.6,25,20,74,15.6,0,0,1,0.1,24,18,31,51,3,1.23,0.49,5.7,31,21,77,14.9,0,0,1,0.1
11113,900,11113,10676,4210012,4210041,1,60,1,,0,Mo,154,GRh,79,2,4,100,1,0,0,1,1,1,0,10,25,54,21,7,1.37,1.6,6.6,71,21,99,14,1.6,0,2,0.1,10,23,49,28,5,1.33,0.4,7,64,20,100,15.3,3.5,0,2,0.1
11114,1100,11114,10676,4210012,4210042,1,20,2,,0,Cl,49,CHl,54,2,4,100,1,0,0,1,1,1,0,4,34,41,25,9,1.36,1.64,7.1,69,21,100,25.3,5,0,2,0.1,16,34,37,29,5,1.34,0.78,7.6,63,20,100,39.2,9,0,2,0.1
