Value,Count,ID,MU_GLOBAL,MU_SOURCE1,MU_SOURCE2,ISSOIL,SHARE,SEQ,SU_SYM74,SU_CODE74,SU_SYM85,SU_CODE85,SU_SYM90,SU_CODE90,T_TEXTURE,DRAINAGE,REF_DEPTH,AWC_CLASS,PHASE1,PHASE2,ROOTS,IL,SWR,ADD_PROP,T_GRAVEL,T_SAND,T_SILT,T_CLAY,T_USDA_TEX_CLASS,T_REF_BULK_DENSITY,T_OC,T_PH_H2O,T_CEC_CLAY,T_CEC_SOIL,T_BS,T_TEB,T_CACO3,T_CASO4,T_ESP,T_ECE,S_GRAVEL,S_SAND,S_SILT,S_CLAY,S_USDA_TEX_CLASS,S_REF_BULK_DENSITY,S_OC,S_PH_H2O,S_CEC_CLAY,S_CEC_SOIL,S_BS,S_TEB,S_CACO3,S_CASO4,S_ESP,S_ECE
11400,20200,11400,10745,4400469,4401644,1,15,3,,0,Be,18,CMe,62,1,4,100,6,2,0,1,1,1,0,10,77,14,9,11,1.6,0.7,6.9,49,7,91,6.7,0.1,0,2,0.1,20,67,16,17,11,1.48,0.4,7.3,48,8,91,9.3,0.1,0,2,0.1
11401,400,11401,10745,4400469,4401646,1,5,4,,0,Po,169,PZh,149,1,5,100,6,2,0,1,1,1,0,3,87,9,4,12,1.73,2.18,4.4,101,9,11,2.6,0,0,1,0.1,4,88,8,4,13,1.74,0.39,5,66,2,21,1.5,0,0,3,0.1
11402,500,11402,10745,4400469,4401647,1,5,5,,0,Ge,68,GLe,10,1,2,100,1,0,0,1,1,1,0,10,78,13,9,11,1.6,0.57,6.3,48,6,74,4.7,0,0,2,0.1,20,64,13,23,10,1.43,0.3,6.4,38,10,81,6.9,0,0,3,0.1
11403,600,11403,10746,4400470,4401648,1,50,1,,0,Ql,181,ARl,41,1,4,100,3,0,0,1,1,1,0,3,90,5,5,13,1.71,0.39,5.8,35,3,76,2,0,0,3,0.1,4,87,5,8,12,1.63,0.2,5.7,34,3,75,2.3,0,0,3,0.1
11404,300,11404,10746,4400470,4401649,1,30,2,,0,Qcc,176,ARb,40,1,6,100,3,0,0,1,1,1,0,2,89,6,5,13,1.7,0.5,6,40,3,99,2,0,0,2,0.1,1,89,6,5,13,1.7,0.3,5.9,42,2,98,1.4,0,0,3,0.1
11405,200,11405,10746,4400470,4401650,1,10,3,,0,E,57,LPk,100,1,4,30,5,0,0,0,0,0,0,21,76,16,8,11,1.61,1.93,7.2,64,14,86,31.7,4.9,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11406,900,11406,10746,4400470,4401651,1,10,4,,0,Po,169,PZh,149,1,6,100,3,0,0,1,1,1,0,3,87,9,4,12,1.73,2.18,4.4,101,9,11,2.6,0,0,1,0.1,4,88,8,4,13,1.74,0.39,5,66,2,21,1.5,0,0,3,0.1
11407,200,11407,10747,4400471,4401652,1,50,1,,0,Qc,175,ARb,40,1,6,100,3,0,0,1,1,1,0,2,89,6,5,13,1.7,0.5,6,40,3,99,2,0,0,2,0.1,1,89,6,5,13,1.7,0.3,5.9,42,2,98,1.4,0,0,3,0.1
11408,300,11408,10747,4400471,4401653,1,30,2,,0,Lc,132,LVx,108,1,4,100,1,0,0,1,1,1,0,4,80,9,11,11,1.57,0.45,6.4,36,6,79,5.1,0,0,2,0.1,5,72,9,19,11,1.48,0.26,6.6,36,8,79,6.3,0,0,2,0.1
11409,900,11409,10747,4400471,4401654,1,10,3,,0,Po,169,PZh,149,1,6,100,3,0,0,1,1,1,0,3,87,9,4,12,1.73,2.18,4.4,101,9,11,2.6,0,0,1,0.1,4,88,8,4,13,1.74,0.39,5,66,2,21,1.5,0,0,3,0.1
11410,100,11410,10747,4400471,4401655,1,5,4,,0,Ql,181,ARl,41,1,4,100,3,0,0,1,1,1,0,3,90,5,5,13,1.71,0.39,5.8,35,3,76,2,0,0,3,0.1,4,87,5,8,12,1.63,0.2,5.7,34,3,75,2.3,0,0,3,0.1
11411,700,11411,10747,4400471,4401657,1,5,5,,0,Be,18,CMe,62,1,5,100,3,0,0,1,1,1,0,10,77,14,9,11,1.6,0.7,6.9,49,7,91,6.7,0.1,0,2,0.1,20,67,16,17,11,1.48,0.4,7.3,48,8,91,9.3,0.1,0,2,0.1
11412,400,11412,10748,4400472,4401658,1,50,1,,0,E,57,LPk,100,2,3,30,5,0,0,0,0,0,0,16,37,44,19,9,1.41,2.13,7.5,80,27,100,28.8,6,0,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11413,600,11413,10748,4400472,4401659,1,25,2,,0,Bec,20,CMe,62,2,3,100,5,2,0,3,1,1,0,9,42,36,22,9,1.4,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,0.37,7,55,15,93,15.1,0.1,0,2,0.1
11414,600,11414,10748,4400472,4401660,1,20,3,,0,Lo,148,LVh,106,2,4,100,1,0,0,1,1,1,0,4,41,37,22,9,1.4,0.74,6.5,47,13,91,11,0,0,1,0.1,3,37,34,29,5,1.35,0.36,6.7,50,14,93,13.1,0,0,1,0.1
11415,100,11415,10748,4400472,4401661,1,5,4,,0,Rc,185,RGc,157,2,3,100,5,2,0,1,1,1,0,14,44,35,21,9,1.41,0.75,8,45,17,100,26.8,15,0,2,0.2,18,40,35,25,9,1.37,0.47,8.1,52,15,100,36.5,15,0,2,0.3
11416,200,11416,10749,4400473,4401662,1,35,1,,0,U,198,LPu,102,2,3,30,6,1,0,0,0,0,0,6,49,31,20,9,1.43,2.4,5.1,34,12,36,4.7,0,0,4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11417,300,11417,10749,4400473,4401663,1,25,2,,0,Pp,172,PZf,151,1,6,100,5,1,0,3,1,4,0,3,86,8,6,12,1.67,2.02,4.5,78,5,17,2.5,0,0,0,0.1,3,86,6,8,12,1.63,0.51,5.1,50,2,21,1.5,0,0,0,0.1
11418,400,11418,10749,4400473,4401665,1,13,3,,0,Od,156,HSs,88,2,1,100,1,0,0,2,1,4,0,28,35,33,32,5,1.32,39.4,5.6,45,87,75,59.5,0,0,1,0.1,5,52,23,25,10,1.38,38.46,5.8,49,88,96,81.8,0,0,1,0.1
11419,400,11419,10749,4400473,4401667,0,12,4,,0,RK,226,RK,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11420,400,11420,10749,4400473,4401664,1,10,5,,0,Gh,75,GLu,15,3,1,100,2,1,0,2,1,4,0,1,17,29,54,3,1.22,4.54,5,23,24,22,7.1,0,0,1,0.1,1,22,25,53,3,1.23,1.23,5,15,19,27,5.7,0,0,2,0.1
11421,400,11421,10749,4400473,4401666,1,5,6,,0,Bds,17,CMd,63,2,3,100,6,2,1,3,1,1,0,10,42,38,20,9,1.41,1.45,5.1,32,12,38,4.3,0,0,2,0.1,19,45,35,20,9,1.42,0.5,5.2,35,9,33,2.6,0,0,2,0.1
11422,400,11422,10750,4400474,4401668,1,40,1,,0,Be,18,CMe,62,1,5,100,3,0,0,1,1,1,0,10,77,14,9,11,1.6,0.7,6.9,49,7,91,6.7,0.1,0,2,0.1,20,67,16,17,11,1.48,0.4,7.3,48,8,91,9.3,0.1,0,2,0.1
11423,300,11423,10750,4400474,4401669,1,40,2,,0,Bgg,28,CMg,69,2,2,100,3,0,0,1,3,2,0,4,45,36,19,9,1.42,1,6.4,38,9,85,8.2,0,0,2,0.1,18,39,34,27,5,1.36,0.47,6.7,37,11,88,11.3,0.1,0,2,0.1
11424,500,11424,10750,4400474,4401670,1,20,3,,0,Ges,71,GLe,10,2,2,100,4,0,0,1,4,3,0,4,37,40,23,9,1.38,1.07,6.2,41,13,88,10.2,0,0,2,0.1,5,36,36,28,5,1.35,0.37,6.6,42,13,90,11.9,0,0,2,0.1
11425,600,11425,10751,4400475,4401671,1,30,1,,0,Be,18,CMe,62,1,4,100,6,2,1,3,1,1,0,10,77,14,9,11,1.6,0.7,6.9,49,7,91,6.7,0.1,0,2,0.1,20,67,16,17,11,1.48,0.4,7.3,48,8,91,9.3,0.1,0,2,0.1
11426,600,11426,10751,4400475,4401672,1,30,2,,0,Bec,20,CMe,62,2,3,100,6,2,1,3,1,1,0,9,42,36,22,9,1.4,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,0.37,7,55,15,93,15.1,0.1,0,2,0.1
11427,200,11427,10751,4400475,4401673,1,20,3,,0,Bd,14,CMd,63,1,4,100,6,2,1,3,1,1,0,10,75,15,10,11,1.58,0.7,5.1,21,5,28,1.5,0,0,5,0.1,9,68,17,15,11,1.51,0.27,5,31,5,36,1.4,0,0,5,0.1
11428,700,11428,10751,4400475,4401674,1,15,4,,0,Lo,148,LVh,106,2,4,100,3,1,0,2,1,1,0,4,41,37,22,9,1.4,0.74,6.5,47,13,91,11,0,0,1,0.1,3,37,34,29,5,1.35,0.36,6.7,50,14,93,13.1,0,0,1,0.1
11429,700,11429,10751,4400475,4401675,1,5,5,,0,E,57,LPk,100,2,3,30,6,1,0,0,0,0,0,16,37,44,19,9,1.41,2.13,7.5,80,27,100,28.8,6,0,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11430,800,11430,10752,4400476,4401676,1,60,1,,0,Be,18,CMe,62,1,5,100,3,0,0,1,2,1,0,10,77,14,9,11,1.6,0.7,6.9,49,7,91,6.7,0.1,0,2,0.1,20,67,16,17,11,1.48,0.4,7.3,48,8,91,9.3,0.1,0,2,0.1
11431,500,11431,10752,4400476,4401678,1,20,2,,0,Lo,148,LVh,106,2,4,100,3,0,0,1,3,2,0,4,41,37,22,9,1.4,0.74,6.5,47,13,91,11,0,0,1,0.1,3,37,34,29,5,1.35,0.36,6.7,50,14,93,13.1,0,0,1,0.1
11432,800,11432,10752,4400476,4401679,1,15,3,,0,Lg,139,LVg,113,2,2,100,3,0,0,2,3,3,0,5,47,29,24,9,1.39,0.83,6.3,46,16,93,14.9,0,0,2,0.1,6,39,27,34,5,1.33,0.28,7,44,16,99,15.9,0.4,0,2,0.1
11433,300,11433,10752,4400476,4401677,1,5,4,,0,Bd,14,CMd,63,1,5,100,3,0,0,1,2,1,0,10,75,15,10,11,1.58,0.7,5.1,21,5,28,1.5,0,0,5,0.1,9,68,17,15,11,1.51,0.27,5,31,5,36,1.4,0,0,5,0.1
11434,500,11434,10753,4400477,4401682,1,50,1,,0,Be,18,CMe,62,2,3,100,6,2,25,2,1,1,0,9,42,36,22,9,1.4,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,0.37,7,55,15,93,15.1,0.1,0,2,0.1
11435,500,11435,10753,4400477,4401683,1,25,2,,0,Lo,148,LVh,106,2,3,100,5,2,0,1,1,1,0,4,41,37,22,9,1.4,0.74,6.5,47,13,91,11,0,0,1,0.1,3,37,34,29,5,1.35,0.36,6.7,50,14,93,13.1,0,0,1,0.1
11436,100,11436,10753,4400477,4401684,1,20,3,,0,Bd,14,CMd,63,2,3,100,5,2,0,2,1,1,0,10,42,38,20,9,1.41,1.45,5.1,32,12,38,4.3,0,0,2,0.1,19,45,35,20,9,1.42,0.5,5.2,35,9,33,2.6,0,0,2,0.1
11437,400,11437,10753,4400477,4401685,1,5,4,,0,Id,109,LPq,103,2,3,10,6,0,0,0,0,0,0,21,42,34,24,9,1.38,1.61,7.5,42,16,100,15.5,3.9,0,3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11438,100,11438,10754,4400478,4401688,1,40,1,,0,Be,18,CMe,62,1,5,100,6,25,0,1,1,1,0,10,77,14,9,11,1.6,0.7,6.9,49,7,91,6.7,0.1,0,2,0.1,20,67,16,17,11,1.48,0.4,7.3,48,8,91,9.3,0.1,0,2,0.1
11439,1200,11439,10754,4400478,4401690,1,25,2,,0,Qc,175,ARb,40,1,6,100,3,0,0,1,1,1,0,2,89,6,5,13,1.7,0.5,6,40,3,99,2,0,0,2,0.1,1,89,6,5,13,1.7,0.3,5.9,42,2,98,1.4,0,0,3,0.1
11440,600,11440,10754,4400478,4401691,1,15,3,,0,Ge,68,GLe,10,1,2,100,1,0,0,1,1,2,0,10,78,13,9,11,1.6,0.57,6.3,48,6,74,4.7,0,0,2,0.1,20,64,13,23,10,1.43,0.3,6.4,38,10,81,6.9,0,0,3,0.1
11441,2500,11441,10754,4400478,4401692,1,10,4,,0,Lo,148,LVh,106,1,4,100,3,0,0,1,3,2,0,4,82,8,10,12,1.59,0.4,6.5,48,6,89,5.9,0,0,2,0.1,6,75,8,17,11,1.5,0.24,6.5,53,10,88,8.1,0,0,1,0.1
11442,400,11442,10754,4400478,4401689,1,5,5,,0,Bd,14,CMd,63,1,5,100,6,25,0,1,1,1,0,10,75,15,10,11,1.58,0.7,5.1,21,5,28,1.5,0,0,5,0.1,9,68,17,15,11,1.51,0.27,5,31,5,36,1.4,0,0,5,0.1
11443,200,11443,10754,4400478,4401693,1,5,6,,0,Lgs,142,LVj,112,1,2,100,3,0,0,1,3,3,0,4,80,10,10,12,1.59,0.55,5.7,47,6,75,4.7,0,0,1,0.1,5,65,13,22,10,1.44,0.26,5.9,42,11,80,8.2,0,0,2,0.1
11444,500,11444,10755,4400479,4401694,1,45,1,,0,Bec,20,CMe,62,1,5,100,3,0,0,3,1,1,0,10,77,14,9,11,1.6,0.7,6.9,49,7,91,6.7,0.1,0,2,0.1,20,67,16,17,11,1.48,0.4,7.3,48,8,91,9.3,0.1,0,2,0.1
11445,600,11445,10755,4400479,4401695,1,25,2,,0,Ec,58,LPk,100,1,4,30,5,0,0,0,0,0,0,21,76,16,8,11,1.61,1.93,7.2,64,14,86,31.7,4.9,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11446,200,11446,10755,4400479,4401696,1,25,3,,0,Lo,148,LVh,106,1,4,100,1,0,0,1,1,1,0,4,82,8,10,12,1.59,0.4,6.5,48,6,89,5.9,0,0,2,0.1,6,75,8,17,11,1.5,0.24,6.5,53,10,88,8.1,0,0,1,0.1
11447,600,11447,10755,4400479,4401697,1,5,4,,0,Rc,185,RGc,157,1,6,100,3,0,0,4,1,1,0,15,85,8,7,12,1.65,0.49,7.9,111,5,100,4.2,6,0,4,0.2,14,84,9,7,12,1.65,0.4,8,102,5,100,4.2,6,0,5,0.3
11448,800,11448,10756,4400480,4401698,1,60,1,,0,Bec,20,CMe,62,2,3,100,5,2,0,4,1,1,0,9,42,36,22,9,1.4,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,0.37,7,55,15,93,15.1,0.1,0,2,0.1
11449,700,11449,10756,4400480,4401699,1,20,2,,0,Bgc,26,CMg,69,3,2,100,3,0,0,1,3,2,0,10,19,32,49,3,1.24,1.41,5.6,25,20,74,15.6,0,0,1,0.1,24,18,31,51,3,1.23,0.49,5.7,31,21,77,14.9,0,0,1,0.1
11450,600,11450,10756,4400480,4401700,1,10,3,,0,Ge,68,CMe,62,3,4,100,5,0,0,1,4,3,0,10,23,29,48,3,1.25,1.17,6.7,50,27,89,22.1,0.1,0,1,0.1,24,26,29,45,3,1.26,0.58,7,51,25,97,25.9,0.3,0,1,0.1
11451,400,11451,10756,4400480,4401702,1,5,4,,0,Ec,58,LPk,100,2,3,30,5,0,0,0,0,0,0,16,37,44,19,9,1.41,2.13,7.5,80,27,100,28.8,6,0,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11452,500,11452,10756,4400480,4401703,1,5,5,,0,Rc,185,RGc,157,2,3,100,5,2,0,4,1,1,0,14,44,35,21,9,1.41,0.75,8,45,17,100,26.8,15,0,2,0.2,18,40,35,25,9,1.37,0.47,8.1,52,15,100,36.5,15,0,2,0.3
11453,500,11453,10757,4400481,4401704,1,80,1,,0,Bec,20,CMe,62,2,3,100,5,2,0,3,1,1,0,9,42,36,22,9,1.4,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,0.37,7,55,15,93,15.1,0.1,0,2,0.1
11454,400,11454,10757,4400481,4401707,1,12,2,,0,Lgs,142,LVj,112,2,2,100,5,0,0,1,4,3,0,4,37,44,19,9,1.41,0.99,5.8,48,12,62,8.4,0,0,1,0.1,4,31,38,31,5,1.33,0.29,5.9,50,14,83,10.2,0,0,1,0.1
11455,500,11455,10757,4400481,4401706,1,8,3,,0,Lo,148,LVh,106,2,4,100,3,0,0,1,3,2,0,4,41,37,22,9,1.4,0.74,6.5,47,13,91,11,0,0,1,0.1,3,37,34,29,5,1.35,0.36,6.7,50,14,93,13.1,0,0,1,0.1
11456,800,11456,10758,4400482,4401709,1,55,1,,0,Bec,20,CMe,62,2,4,100,1,0,0,1,1,1,0,9,42,36,22,9,1.4,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,0.37,7,55,15,93,15.1,0.1,0,2,0.1
11457,200,11457,10758,4400482,4401710,1,20,2,,0,Lo,148,LVh,106,2,4,100,1,0,0,1,1,1,0,4,41,37,22,9,1.4,0.74,6.5,47,13,91,11,0,0,1,0.1,3,37,34,29,5,1.35,0.36,6.7,50,14,93,13.1,0,0,1,0.1
11458,200,11458,10758,4400482,4401712,1,20,3,,0,Bgc,26,CMg,69,2,2,100,1,0,0,1,1,2,0,4,45,36,19,9,1.42,1,6.4,38,9,85,8.2,0,0,2,0.1,18,39,34,27,5,1.36,0.47,6.7,37,11,88,11.3,0.1,0,2,0.1
11459,700,11459,10758,4400482,4401713,1,5,4,,0,Gc,63,GLk,11,2,2,100,1,0,0,1,1,3,0,4,41,40,19,9,1.42,1.3,7,37,13,82,8.8,1,0,2,0.1,5,44,37,19,9,1.42,0.44,7.2,40,12,86,10,1,0,2,0.1
11460,1900,11460,10759,4400483,4401714,1,70,1,,0,Bef,21,CMe,62,2,4,100,1,0,0,1,1,1,0,9,42,36,22,9,1.4,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,0.37,7,55,15,93,15.1,0.1,0,2,0.1
11461,3000,11461,10759,4400483,4401715,1,30,2,,0,Jeg,119,FLe,2,3,1,100,1,0,0,1,1,2,0,4,19,32,49,3,1.24,1.19,6.2,38,24,91,22.7,0,0,1,0.1,3,21,32,47,3,1.24,0.55,6.8,41,20,99,18.2,0.2,0,2,0.1
11462,3700,11462,10760,4400484,4401716,1,50,1,,0,Bd,14,CMd,63,2,4,100,1,0,0,2,1,1,0,10,42,38,20,9,1.41,1.45,5.1,32,12,38,4.3,0,0,2,0.1,19,45,35,20,9,1.42,0.5,5.2,35,9,33,2.6,0,0,2,0.1
11463,1100,11463,10760,4400484,4401717,1,20,2,,0,Lo,148,LVh,106,2,4,100,1,0,0,1,1,1,0,4,41,37,22,9,1.4,0.74,6.5,47,13,91,11,0,0,1,0.1,3,37,34,29,5,1.35,0.36,6.7,50,14,93,13.1,0,0,1,0.1
11464,4300,11464,10760,4400484,4402001,1,15,3,,0,Lg,139,LVg,113,2,2,100,1,0,0,1,1,2,0,5,47,29,24,9,1.39,0.83,6.3,46,16,93,14.9,0,0,2,0.1,6,39,27,34,5,1.33,0.28,7,44,16,99,15.9,0.4,0,2,0.1
11465,1700,11465,10760,4400484,4402002,1,10,4,,0,U,198,LPu,102,2,3,30,6,0,0,0,0,0,0,6,49,31,20,9,1.43,2.4,5.1,34,12,36,4.7,0,0,4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11466,3900,11466,10760,4400484,4402003,1,5,5,,0,Rc,185,RGc,157,1,6,100,3,0,0,1,1,1,0,15,85,8,7,12,1.65,0.49,7.9,111,5,100,4.2,6,0,4,0.2,14,84,9,7,12,1.65,0.4,8,102,5,100,4.2,6,0,5,0.3
11467,1800,11467,10761,4400485,4401719,1,40,1,,0,Bd,14,CMd,63,2,3,100,6,1,2,2,1,1,0,10,42,38,20,9,1.41,1.45,5.1,32,12,38,4.3,0,0,2,0.1,19,45,35,20,9,1.42,0.5,5.2,35,9,33,2.6,0,0,2,0.1
11468,1700,11468,10761,4400485,4401720,1,20,2,,0,Be,18,CMe,62,2,3,100,6,1,2,2,1,1,0,9,42,36,22,9,1.4,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,0.37,7,55,15,93,15.1,0.1,0,2,0.1
11469,2100,11469,10761,4400485,4401721,1,15,3,,0,Bgg,28,CMg,69,2,2,100,3,0,0,1,3,2,0,4,45,36,19,9,1.42,1,6.4,38,9,85,8.2,0,0,2,0.1,18,39,34,27,5,1.36,0.47,6.7,37,11,88,11.3,0.1,0,2,0.1
11470,1200,11470,10761,4400485,4401722,1,15,4,,0,Bds,17,CMd,63,2,3,100,6,1,2,2,1,3,0,10,42,38,20,9,1.41,1.45,5.1,32,12,38,4.3,0,0,2,0.1,19,45,35,20,9,1.42,0.5,5.2,35,9,33,2.6,0,0,2,0.1
11471,1800,11471,10761,4400485,4401723,1,10,5,,0,Gds,67,GLd,12,2,2,100,1,0,0,1,3,1,0,2,40,39,21,9,1.4,1.17,5.1,25,11,47,5.5,0,0,1,0.1,6,41,34,25,9,1.38,0.4,5.3,29,10,47,6.1,0,0,1,0.1
11472,41000,11472,10762,4400486,4401725,1,45,1,,0,Bd,14,CMd,63,1,4,100,6,2,0,3,1,1,0,10,75,15,10,11,1.58,0.7,5.1,21,5,28,1.5,0,0,5,0.1,9,68,17,15,11,1.51,0.27,5,31,5,36,1.4,0,0,5,0.1
11473,9500,11473,10762,4400486,4401727,1,25,2,,0,Ges,71,GLe,10,3,1,100,4,0,0,1,4,3,0,1,17,32,51,3,1.22,1.25,5.8,37,25,78,18.9,0,0,2,0.1,1,19,29,52,3,1.23,0.45,6,40,23,84,17,0,0,3,0.1
11474,64600,11474,10762,4400486,4401726,1,10,3,,0,Be,18,CMe,62,1,4,100,6,2,0,3,1,1,0,10,77,14,9,11,1.6,0.7,6.9,49,7,91,6.7,0.1,0,2,0.1,20,67,16,17,11,1.48,0.4,7.3,48,8,91,9.3,0.1,0,2,0.1
11475,15800,11475,10762,4400486,4401728,1,8,4,,0,Bds,17,CMd,63,1,4,100,6,2,0,3,1,1,0,10,75,15,10,11,1.58,0.7,5.1,21,5,28,1.5,0,0,5,0.1,9,68,17,15,11,1.51,0.27,5,31,5,36,1.4,0,0,5,0.1
11476,100700,11476,10762,4400486,4401729,1,7,5,,0,Bg,25,CMg,69,2,2,100,3,0,0,1,3,2,0,4,45,36,19,9,1.42,1,6.4,38,9,85,8.2,0,0,2,0.1,18,39,34,27,5,1.36,0.47,6.7,37,11,88,11.3,0.1,0,2,0.1
11477,3800,11477,10762,4400486,4401731,1,5,6,,0,Po,169,PZh,149,1,5,100,6,2,0,3,1,1,0,3,87,9,4,12,1.73,2.18,4.4,101,9,11,2.6,0,0,1,0.1,4,88,8,4,13,1.74,0.39,5,66,2,21,1.5,0,0,3,0.1
11478,4200,11478,10763,4400487,4401732,1,50,1,,0,Bd,14,CMd,63,2,3,100,5,2,0,2,1,1,0,10,42,38,20,9,1.41,1.45,5.1,32,12,38,4.3,0,0,2,0.1,19,45,35,20,9,1.42,0.5,5.2,35,9,33,2.6,0,0,2,0.1
11479,11700,11479,10763,4400487,4401734,1,20,2,,0,Bds,17,CMd,63,2,3,100,5,2,0,2,1,1,0,10,42,38,20,9,1.41,1.45,5.1,32,12,38,4.3,0,0,2,0.1,19,45,35,20,9,1.42,0.5,5.2,35,9,33,2.6,0,0,2,0.1
11480,1900,11480,10763,4400487,4401733,1,15,3,,0,Be,18,CMe,62,2,3,100,5,2,0,2,1,1,0,9,42,36,22,9,1.4,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,0.37,7,55,15,93,15.1,0.1,0,2,0.1
11481,2200,11481,10763,4400487,4401735,1,15,4,,0,Bgg,28,CMg,69,2,2,100,3,0,0,1,3,2,0,4,45,36,19,9,1.42,1,6.4,38,9,85,8.2,0,0,2,0.1,18,39,34,27,5,1.36,0.47,6.7,37,11,88,11.3,0.1,0,2,0.1
11482,1900,11482,10764,4400488,4401737,1,50,1,,0,Bd,14,CMd,63,2,3,100,5,2,0,3,1,1,0,10,42,38,20,9,1.41,1.45,5.1,32,12,38,4.3,0,0,2,0.1,19,45,35,20,9,1.42,0.5,5.2,35,9,33,2.6,0,0,2,0.1
11483,1300,11483,10764,4400488,4401738,1,20,2,,0,Be,18,CMe,62,2,3,100,5,2,0,3,1,1,0,9,42,36,22,9,1.4,1,6.6,55,16,93,14,0,0,2,0.1,12,41,34,25,9,1.38,0.37,7,55,15,93,15.1,0.1,0,2,0.1
11484,1700,11484,10764,4400488,4401741,1,15,3,,0,Pp,172,PZf,151,2,3,100,5,2,0,3,4,3,0,15,45,52,3,7,1.7,4.6,4.6,64,20,10,4.4,0,0,1,0.1,17,51,45,4,11,1.67,0.81,5.1,56,9,13,0.8,0,0,2,0.1
11485,1400,11485,10764,4400488,4401742,1,10,4,,0,U,198,LPu,102,2,3,30,6,0,0,0,0,0,0,6,49,31,20,9,1.43,2.4,5.1,34,12,36,4.7,0,0,4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11486,1900,11486,10764,4400488,4401740,0,5,5,,0,RK,226,RK,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11487,1300,11487,10765,4400489,4401743,1,50,1,,0,Bds,17,CMd,63,2,3,100,5,2,0,2,1,1,0,10,42,38,20,9,1.41,1.45,5.1,32,12,38,4.3,0,0,2,0.1,19,45,35,20,9,1.42,0.5,5.2,35,9,33,2.6,0,0,2,0.1
11488,1700,11488,10765,4400489,4401744,1,15,2,,0,Bd,14,CMd,63,2,3,100,5,2,0,2,1,1,0,10,42,38,20,9,1.41,1.45,5.1,32,12,38,4.3,0,0,2,0.1,19,45,35,20,9,1.42,0.5,5.2,35,9,33,2.6,0,0,2,0.1
11489,900,11489,10765,4400489,4401745,1,10,3,,0,Pp,172,PZf,151,2,3,100,5,2,0,2,4,4,0,15,45,52,3,7,1.7,4.6,4.6,64,20,10,4.4,0,0,1,0.1,17,51,45,4,11,1.67,0.81,5.1,56,9,13,0.8,0,0,2,0.1
11490,1100,11490,10765,4400489,4401746,1,10,4,,0,Gd,66,GLd,12,2,2,100,4,2,0,2,1,4,0,2,40,39,21,9,1.4,1.17,5.1,25,11,47,5.5,0,0,1,0.1,6,41,34,25,9,1.38,0.4,5.3,29,10,47,6.1,0,0,1,0.1
11491,1200,11491,10765,4400489,4401747,1,10,5,,0,U,198,LPu,102,2,3,30,6,0,0,0,0,0,0,6,49,31,20,9,1.43,2.4,5.1,34,12,36,4.7,0,0,4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11492,900,11492,10765,4400489,4401749,0,5,6,,0,RK,226,RK,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11493,1400,11493,10766,4400490,4401750,1,60,1,,0,Bds,17,CMd,63,1,5,100,5,1,0,1,1,1,0,10,75,15,10,11,1.58,0.7,5.1,21,5,28,1.5,0,0,5,0.1,9,68,17,15,11,1.51,0.27,5,31,5,36,1.4,0,0,5,0.1
11494,1000,11494,10766,4400490,4401751,1,25,2,,0,Pp,172,PZf,151,1,6,100,6,1,0,4,4,3,0,3,86,8,6,12,1.67,2.02,4.5,78,5,17,2.5,0,0,0,0.1,3,86,6,8,12,1.63,0.51,5.1,50,2,21,1.5,0,0,0,0.1
